,ST_NUM,ST_NAME,ST_NAME_SUF,ZIPCODE,PTYPE,LU,OWN_OCC,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,ST_ADDRESS,SALE_PRICE
116,11,WENDOVER,ST,2125,105,R3,Y,124000,355100,479100,502097,2032.0,1905.0,2001.0,5505,4186,3.0,R,CV,G,M,15,9,3,1,S,S,M,3,S,S,M,F,N,0,A,A,A,N,A,11 wendover st,723750
117,11,WENTWORTH,ST,2124,104,R2,N,125600,268700,394300,413226,4461.0,1885.0,0.0,4704,2752,2.0,R,CV,G,M,12,7,3,0,S,S,S,2,M,S,,W,N,0,A,A,A,N,A,11 wentworth st,550000
118,110,BALDWIN,ST,2129,101,R1,Y,151400,489800,641200,671978,720.0,1870.0,2015.0,1350,1220,2.0,R,RM,F,B,6,2,2,0,M,M,,1,M,,,W,N,0,A,A,G,N,A,110 baldwin st,896000
119,110,HARRISHOF,ST,2121,105,R3,N,132100,332300,464400,486691,4075.0,1900.0,0.0,6940,4326,2.5,R,CV,G,W,16,6,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,110 harrishof st,585000
120,110,PARK,ST,2122,105,R3,N,117800,404000,521800,546846,1846.0,1900.0,0.0,4600,3450,3.0,R,SD,F,B,15,6,3,0,S,S,S,3,S,S,S,W,N,0,G,A,A,N,A,110 park st,599000
121,1109,MORTON,ST,2126,101,R1,Y,123400,367400,490800,514359,5000.0,1935.0,2008.0,3681,2115,2.0,R,CL,G,B,8,3,1,2,M,M,M,1,M,,,W,N,1,A,A,G,N,A,1109 morton st,495000
122,111,ARMANDINE,ST,2124,105,R3,N,196800,372200,569000,596312,7334.0,1900.0,1989.0,5911,4039,3.0,R,DK,F,M,15,9,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,111 armandine st,615000
123,111,FALCON,ST,2128,104,R2,Y,118800,345200,464000,486272,2362.0,1880.0,1978.0,5851,2828,2.0,R,TF,G,A,13,4,2,0,M,M,,2,M,M,,W,N,0,A,A,G,N,A,111 falcon st,750000
124,111,SAYBROOK,ST,2135,101,R1,Y,150200,373300,523500,548628,3451.0,1960.0,2012.0,2411,1306,1.5,R,CP,S,M,7,3,2,0,M,M,,1,M,,,W,N,2,G,G,G,N,A,111 saybrook st,639000
125,111,STIMSON,ST,2132,101,R1,Y,152800,218400,371200,389018,13250.0,1950.0,0.0,2508,1075,1.0,R,CP,G,W,6,3,1,1,S,S,,1,S,,,W,N,1,A,A,A,N,A,111 stimson st,499000
126,1110,RIVER,ST,2136,101,R1,Y,125700,256600,382300,400651,5022.0,1920.0,1948.0,4424,2823,2.0,R,CL,G,M,11,5,3,0,S,S,S,1,M,,,W,N,0,A,A,A,N,A,1110 river st,521300
127,112,BRUNSWICK,ST,2121,105,R3,N,120000,414400,534400,560051,2730.0,1890.0,0.0,5232,3735,3.0,R,RM,F,B,14,8,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,112 brunswick st,525000
128,112,CHITTICK,RD,2136,104,R2,N,124200,182400,306600,321317,6196.0,1948.0,0.0,2582,1715,2.0,R,TF,G,M,8,4,2,0,N,N,,2,N,N,,F,N,0,F,F,A,N,A,112 chittick rd,335000
129,112,KING,ST,2122,105,R3,Y,163400,453600,617000,646616,4000.0,1910.0,0.0,5183,3360,3.0,R,DK,F,A,18,9,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,112 king st,925000
130,112,WASHINGTON,ST,2136,101,R1,N,125400,333300,458700,480718,7046.0,1880.0,0.0,4918,3132,2.0,R,CL,G,M,13,5,2,0,S,S,,1,S,,,W,N,1,G,A,A,N,A,112 washington st,605000
131,113,MOORE,ST,2128,104,R2,N,126300,341800,468100,490569,1875.0,1900.0,2016.0,2637,1758,2.0,R,TF,F,M,7,3,2,0,M,M,,2,M,M,,W,D,0,A,G,G,N,A,113 moore st,355000
132,113,PEMBROKE,ST,2118,104,R2,N,531960,2079792,2611752,2737116,1476.0,1890.0,2017.0,5174,4537,5.0,R,RM,M,B,15,7,5,2,L,L,M,2,L,L,,F,C,1,G,E,E,E,A,113 pembroke st,3370000
133,113,RUSSELL,ST,2129,101,R1,Y,301700,942800,1244500,1304236,2754.0,1875.0,2014.0,3200,2970,3.0,R,CL,G,C,9,4,3,0,M,M,M,1,M,,,F,C,0,G,G,G,N,A,113 russell st,1600000
134,114,ELM,ST,2129,104,R2,N,173200,502300,675500,707924,949.0,1877.0,,2790,1920,3.0,R,RE,F,B,10,4,3,0,M,M,M,2,M,M,,W,N,0,A,G,G,N,A,114 elm st,849000
135,114,GREATON,RD,2132,101,R1,Y,160600,324600,485200,508490,5000.0,1920.0,2010.0,2366,1574,2.0,R,CL,H,M,8,3,1,0,M,,,1,S,,,W,N,1,A,G,A,N,A,114 greaton rd,575000
136,114,WEST,ST,2136,101,R1,N,110000,238600,348600,365333,4600.0,1890.0,2009.0,3544,2102,2.0,R,CL,G,A,8,4,2,0,M,M,,1,M,,,F,N,1,A,A,A,N,A,114 west st,431000
137,115,GLENELLEN,RD,2132,101,R1,Y,103400,296900,400300,419515,2853.0,1960.0,2016.0,1752,1176,2.0,R,CL,G,W,7,3,1,1,M,M,,1,M,,,F,C,0,A,A,G,N,A,115 glenellen rd,455000
138,115,ITASCA,ST,2126,101,R1,Y,109000,188800,297800,312095,8000.0,1955.0,2016.0,2674,1170,1.0,R,RR,G,W,8,3,1,1,S,S,,1,M,,,F,C,1,A,A,A,N,A,115 itasca st,359000
139,115,RICHMOND,ST,2124,101,R1,Y,151200,383800,535000,560680,5740.0,1900.0,1993.0,3951,2742,3.0,R,CL,G,M,9,4,1,1,S,S,,1,M,,,F,C,1,A,A,G,N,A,115 richmond st,560000
140,1150,BENNINGTON,ST,2128,105,R3,N,150600,415400,566000,593168,3114.0,1900.0,0.0,5736,3888,3.0,R,DK,F,M,18,9,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,1150 bennington st,725000
141,116,VOGEL,ST,2132,101,R1,Y,130200,300700,430900,451584,5376.0,1920.0,2004.0,2240,1370,2.0,R,CL,H,M,8,4,1,1,M,M,,1,M,,,W,C,0,A,A,G,N,A,116 vogel st,529000
142,117,BABSON,ST,2126,101,R1,N,106700,198400,305100,319745,3686.0,1925.0,0.0,2689,1661,2.0,R,CL,G,M,6,3,1,1,S,S,,1,S,,,W,N,0,A,A,G,N,A,117 babson st,445000
143,117,BEACON,ST,2136,104,R2,Y,240400,329600,570000,597360,23271.0,1900.0,1975.0,4801,2629,2.0,R,CV,G,M,16,6,2,1,S,S,S,2,S,S,,W,N,0,A,A,A,N,A,117 beacon st,8000000
144,117,BOWDOIN,ST,2124,104,R2,N,104900,379700,484600,507861,3187.0,1900.0,2013.0,6032,3885,2.5,R,CV,G,F,14,10,3,0,M,M,M,2,M,M,,F,N,0,A,A,G,N,A,117 bowdoin st,529000
145,117,FALCON,ST,2128,105,R3,N,126600,406600,533200,558794,2362.0,1910.0,2000.0,6488,3704,3.0,R,DK,F,M,15,5,3,0,S,S,M,3,M,S,S,W,N,0,A,A,A,N,A,117 falcon st,430000
146,117,POPLAR,ST,2131,101,R1,Y,136700,572100,708800,742823,5084.0,2009.0,,4578,2746,2.5,,CL,G,F,9,4,3,1,M,M,M,1,M,,,F,C,1,G,G,G,N,A,117 poplar st,850000
147,117,SARATOGA,ST,2128,104,R2,N,119600,344500,464100,486377,1642.0,1880.0,2006.0,2560,1930,3.0,R,RM,M,B,8,4,2,0,S,M,,2,S,M,,E,N,1,G,A,A,N,A,117 saratoga st,710000
148,117,WALTER,ST,2131,101,R1,Y,139700,280900,420600,440789,3660.0,1912.0,1969.0,2704,1793,2.0,R,CL,L,M,7,3,1,1,S,S,,1,S,,,W,N,0,A,A,A,N,A,117 walter st,625000
149,118,BLAKE,ST,2136,101,R1,N,103000,196100,299100,313457,4408.0,1915.0,2010.0,2000,1209,2.0,R,CL,G,W,6,3,2,0,S,M,,1,S,,,W,N,0,A,A,A,N,A,118 blake st,280000
150,118,BROOKS,ST,2128,101,R1,Y,90400,200800,291200,305178,900.0,1900.0,0.0,1620,1068,2.0,R,RM,G,M,4,2,1,0,S,,,1,S,,,W,N,0,A,A,G,N,A,118 brooks st,333000
151,118,FAIRMOUNT,ST,2124,104,R2,N,130100,291300,421400,441627,4722.0,1920.0,0.0,4259,2694,2.0,R,TF,H,W,10,4,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,118 fairmount st,500000
152,118,HIGHLAND,ST,2119,101,R1,N,217800,374200,592000,620416,11100.0,1875.0,1996.0,3743,2717,2.0,R,CL,G,F,9,4,2,0,M,M,,1,M,,,W,N,0,A,G,G,N,A,118 highland st,625000
153,118,MILLET,ST,2124,105,R3,N,114600,323100,437700,458710,4750.0,1905.0,1988.0,4966,3126,3.0,R,DK,F,M,15,6,3,0,S,S,S,3,S,S,S,W,N,0,A,A,G,N,A,118 millet st,655000
154,119,ALDRICH,ST,2131,104,R2,N,169900,458800,628700,658878,4200.0,1889.0,2016.0,5729,3628,2.5,R,CV,H,S,12,4,2,0,M,M,,2,M,M,,W,N,0,A,A,G,N,A,119 aldrich st,499900
155,119,BENNETT,ST,2135,104,R2,Y,221500,528400,749900,785896,6507.0,1930.0,0.0,3707,2116,2.0,R,TF,H,M,10,4,2,0,M,S,,2,M,S,,W,N,0,A,A,A,N,A,119 bennett st,956000
156,119,MAPLE,ST,2132,101,R1,Y,125900,351900,477800,500735,3080.0,1935.0,2002.0,2167,1260,2.0,R,CL,G,W,6,3,1,1,S,M,,1,M,,,W,N,1,A,G,G,N,A,119 maple st,635000
157,119,STIMSON,ST,2132,101,R1,Y,158300,290300,448600,470133,14065.0,1940.0,2002.0,2424,1306,1.5,R,CP,S,M,9,3,2,1,M,M,M,1,M,,,W,N,1,A,G,G,N,A,119 stimson st,585000
158,12,ARBUTUS,ST,2124,101,R1,Y,84400,178100,262500,275100,2596.0,1991.0,0.0,1720,1520,2.0,R,SD,G,M,6,3,2,0,S,S,,1,S,,,W,N,0,A,A,A,N,A,12 arbutus st,250000
159,12,ARUNDEL,ST,2215,105,R3,N,485400,695600,1181000,1237688,882.0,1900.0,2005.0,2640,1980,3.0,R,CV,F,B,10,4,4,0,S,S,S,3,M,M,M,F,C,0,A,A,G,N,A,12 arundel st,2650
160,12,CARSON,ST,2125,101,R1,Y,138900,292300,431200,451898,3720.0,1900.0,0.0,2227,1507,2.0,R,CL,M,W,7,4,1,0,S,,,1,S,,,F,N,0,A,A,A,N,A,12 carson st,600000
161,12,CEDAR,ST,2129,101,R1,Y,276200,1071000,1347200,1411866,1078.0,1839.0,2013.0,2936,2192,3.0,R,RM,M,B,8,3,2,2,S,L,S,1,M,,,W,C,1,G,G,G,N,A,12 cedar st,1810000
162,12,CLIFFORD,ST,2136,101,R1,Y,127600,221100,348700,365438,6000.0,1960.0,2015.0,2160,1067,1.0,R,RN,G,W,5,3,2,0,S,M,,1,S,,,W,N,1,G,A,A,N,A,12 clifford st,375000
163,12,COLORADO,ST,2126,101,R1,Y,100200,203300,303500,318068,4000.0,1935.0,2015.0,3896,2027,2.0,R,CL,G,A,8,4,2,1,N,M,M,1,M,,,W,N,0,F,A,A,N,A,12 colorado st,257000
164,12,DANVILLE,ST,2132,101,R1,Y,195600,367900,563500,590548,5000.0,1910.0,2014.0,3892,2201,2.0,R,CL,H,W,11,6,2,1,S,S,M,1,M,,,W,N,1,A,A,A,N,A,12 danville st,615000
165,12,ENFIELD,ST,2130,104,R2,Y,257100,560400,817500,856740,4662.0,1890.0,2005.0,4069,2288,2.0,R,CV,G,A,12,5,3,0,N,S,M,2,M,N,,W,N,1,A,A,A,N,A,12 enfield st,1100000
166,12,EUGENIA,RD,2131,104,R2,N,125900,325600,451500,473172,3647.0,1935.0,0.0,3323,2030,2.0,R,TF,H,W,10,4,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,12 eugenia rd,631230
167,12,FLORIDA,ST,2124,101,R1,Y,188600,371300,559900,586776,6694.0,1912.0,2016.0,4622,2858,2.5,R,CL,G,M,14,4,2,0,S,S,,1,S,,,W,N,0,A,A,G,N,A,12 florida st,535000
168,12,FOSTER,ST,2135,101,R1,N,255700,397900,653600,684973,10898.0,1850.0,1995.0,3440,1949,2.0,R,CL,G,M,9,5,2,0,S,S,,1,S,,,W,N,1,A,A,A,N,A,12 foster st,749500
169,12,GRANT,ST,2125,104,R2,N,140400,388900,529300,554706,2672.0,1905.0,2016.0,3425,2046,2.0,R,TF,M,C,8,4,2,0,M,M,,2,M,M,,W,N,0,G,G,G,N,A,12 grant st,509000
170,12,MAPLE LEAF,DR,2136,101,R1,Y,144000,452700,596700,625342,8827.0,2010.0,,4967,2882,2.0,,CL,G,F,8,4,2,1,M,M,M,1,M,,,F,C,0,G,G,G,N,A,12 maple leaf dr,610000
171,12,RAVENNA,RD,2132,101,R1,N,170200,239400,409600,429261,6100.0,1925.0,0.0,2183,1352,2.0,R,CL,G,W,7,3,1,0,N,,,1,N,,,W,N,1,F,F,A,N,A,12 ravenna rd,471000
172,12,RUSKIN,ST,2132,101,R1,Y,290900,744300,1035200,1084890,12600.0,1880.0,2015.0,5623,3384,2.0,R,VT,G,W,10,6,2,1,M,M,S,1,S,,,W,C,2,G,G,G,N,A,12 ruskin st,1100000
173,12,THWING,ST,2119,101,R1,N,123300,225200,348500,365228,2924.0,1905.0,0.0,3214,1792,2.0,R,CL,G,P,8,3,1,0,S,,,1,S,,,W,N,0,A,A,A,N,A,12 thwing st,203750
174,12,WHITBY,ST,2128,105,R3,Y,149800,568400,718200,752674,3100.0,1918.0,0.0,5067,3522,3.0,R,DK,F,B,15,6,3,0,M,M,S,3,M,M,S,W,N,0,G,G,G,N,A,12 whitby st,975000
175,120,FULLER,ST,2124,105,R3,N,145400,372000,517400,542235,4223.0,1905.0,0.0,5234,3570,3.0,R,DK,F,W,18,9,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,120 fuller st,636000
176,120,GREENWOOD,ST,2121,105,R3,Y,123000,280800,403800,423183,3745.0,1905.0,0.0,5874,3789,3.0,R,DK,F,M,15,6,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,120 greenwood st,467500
177,1203,BENNINGTON,ST,2128,101,R1,Y,109300,137800,247100,258961,2370.0,1910.0,0.0,2349,1608,2.0,R,SD,F,M,7,3,1,0,S,,,1,S,,,W,N,0,A,A,A,N,F,1203 bennington st,360000
178,121,BOLTON,ST,2127,101,R1,Y,133100,430900,564000,591072,747.0,1988.0,0.0,1596,988,3.0,R,RM,G,C,4,2,1,0,M,,,1,M,,,E,D,0,G,G,G,N,A,121 bolton st,700000
179,121,LEIGHTON,RD,2136,101,R1,Y,102000,180400,282400,295956,5242.0,1950.0,0.0,2304,1781,1.0,R,RR,G,M,7,3,1,0,S,,,1,S,,,F,N,0,A,A,A,N,A,121 leighton rd,455000
180,122,GLADSTONE,ST,2128,105,R3,N,143900,479000,622900,652799,2836.0,1910.0,2015.0,4795,3287,2.0,R,SD,F,W,15,6,3,0,M,M,S,3,M,M,M,W,N,0,A,A,G,N,G,122 gladstone st,2200
181,123,KEYSTONE,ST,2132,101,R1,Y,107200,297700,404900,424336,3232.0,1920.0,0.0,3708,1856,1.5,R,BW,H,M,8,3,2,0,S,S,,1,M,,,F,N,0,A,A,A,N,A,123 keystone st,377800
182,123,TRENTON,ST,2128,105,R3,N,144200,343800,488000,511424,2265.0,1870.0,1994.0,2644,1740,3.0,R,SD,F,W,12,6,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,123 trenton st,1800
183,123,WELLINGTON HILL,ST,2126,101,R1,Y,122800,236900,359700,376966,4417.0,1930.0,0.0,3344,1800,2.0,R,CL,L,W,8,4,1,1,M,S,,1,M,,,W,N,1,A,A,G,N,G,123 wellington hill st,410000
184,124,CORNELL,ST,2131,101,R1,Y,111000,295800,406800,426327,3148.0,1905.0,2015.0,2760,1500,1.5,R,BW,G,M,8,3,2,0,M,M,,1,M,,,W,N,1,A,A,A,N,A,124 cornell st,510000
185,124,GARDNER,ST,2132,101,R1,Y,139700,533500,673200,705514,6786.0,2010.0,,4597,2502,2.0,,CL,G,F,9,5,2,1,M,M,M,1,M,,,F,C,1,G,G,G,N,A,124 gardner st,668000
186,124,LEIGHTON,RD,2136,101,R1,Y,114600,183000,297600,311885,6118.0,1955.0,1995.0,2224,1040,1.0,R,RR,G,M,7,3,1,1,S,S,,1,S,,,F,C,0,G,A,A,N,A,124 leighton rd,350000
187,124,SUMMIT,ST,2136,101,R1,Y,154400,485100,639500,670196,8207.0,2000.0,,4228,3401,2.0,R,CL,G,M,7,3,2,1,M,M,M,1,M,,,F,C,1,G,G,G,N,A,124 summit st,575000
188,125,BRAYTON,RD,2135,101,R1,Y,154100,363500,517600,542445,3275.0,1925.0,0.0,3118,1328,1.0,R,BW,G,M,7,4,2,1,S,S,S,1,S,,,W,N,0,A,A,A,N,A,125 brayton rd,595000
189,125,TEMPLE,ST,2132,101,R1,Y,205500,677100,882600,924965,10000.0,1880.0,2015.0,6482,3629,2.0,R,CL,G,M,9,5,3,1,M,M,M,1,L,,,F,C,3,G,G,G,N,A,125 temple st,925000
190,125,WELLINGTON HILL,ST,2126,101,R1,N,125200,191700,316900,332111,4653.0,1930.0,2001.0,3300,1834,2.0,R,CL,G,M,8,4,1,0,S,,,1,S,,,W,N,0,G,A,A,N,G,125 wellington hill st,345000
191,126,BROOKS,ST,2128,101,R1,Y,125600,195300,320900,336304,1850.0,1900.0,2015.0,2430,1527,1.5,R,CV,G,M,6,3,3,0,M,S,M,1,S,,,F,N,0,A,A,A,N,A,126 brooks st,410000
192,126,GREENWOOD,ST,2121,105,R3,Y,125700,394700,520400,545380,3746.0,1905.0,2013.0,4713,3492,3.0,R,DK,F,W,15,9,3,0,M,M,M,3,M,M,M,W,N,0,A,A,G,N,A,126 greenwood st,455000
193,126,W NEWTON,ST,2118,104,R2,N,1004800,1568900,2573700,2697238,1978.0,1860.0,2002.0,3768,2972,3.0,R,RM,M,B,8,3,3,1,S,M,S,2,S,S,,W,N,2,A,A,G,N,A,126 w newton st,2280000
194,127,BELLEVUE,ST,2132,101,R1,Y,295900,651300,947200,992666,11730.0,1910.0,1998.0,5990,3405,2.0,R,CL,G,F,9,4,2,1,L,M,M,1,M,,,F,C,3,G,G,G,N,A,127 bellevue st,1050000
195,127,CALLENDER,ST,2124,104,R2,N,92100,243900,336000,352128,3000.0,1910.0,2015.0,3673,2228,2.0,R,CV,G,M,10,4,3,0,M,M,M,2,N,N,,W,D,0,A,A,A,N,A,127 callender st,385000
196,127,PLEASANT,ST,2125,105,R3,N,165700,458400,624100,654057,2979.0,1905.0,2016.0,5234,3480,3.0,R,DK,F,M,15,8,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,127 pleasant st,525000
197,128,HANCOCK,ST,2125,105,R3,N,176100,659000,835100,875185,6265.0,1905.0,2016.0,6875,4716,3.0,R,DK,F,M,18,12,3,0,M,M,M,3,M,M,M,F,N,0,A,A,G,N,A,128 hancock st,550000
198,128,PARSONS,ST,2135,101,R1,Y,177100,274400,451500,473172,6230.0,1937.0,0.0,2364,1224,2.0,R,CL,G,W,6,3,1,1,N,N,,1,N,,,F,N,1,A,A,A,N,A,128 parsons st,655000
199,128,SALMAN,ST,2132,101,R1,Y,134100,226400,360500,377804,4749.0,1961.0,2014.0,1953,1404,1.0,R,SL,G,A,7,3,1,1,S,S,,1,M,,,F,N,1,A,A,A,N,A,128 salman st,540000
200,129,REDLANDS,RD,2132,104,R2,Y,183200,433400,616600,646197,5200.0,1905.0,0.0,5166,2812,2.0,R,CV,G,U,10,4,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,129 redlands rd,787500
201,13,ALEXANDER,ST,2125,101,R1,Y,68700,213100,281800,295327,1164.0,1895.0,0.0,2790,2090,3.0,R,SD,F,B,10,6,1,1,S,S,,1,S,,,W,N,0,A,A,A,N,A,13 alexander st,252500
202,13,BLACKWELL,ST,2122,101,R1,N,131600,239500,371100,388913,4056.0,1950.0,0.0,2336,1104,1.0,R,RN,G,W,5,2,1,1,S,S,,1,S,,,W,N,0,A,A,A,N,A,13 blackwell st,259000
203,13,GREENWICH,ST,2120,101,R1,Y,212860,442685,655545,687012,1284.0,1890.0,2014.0,1380,1234,2.0,R,RE,F,B,6,3,2,0,L,M,,1,L,,,W,N,0,G,G,G,N,A,13 greenwich st,575000
204,13,HENDRY,ST,2122,105,R3,N,141500,352600,494100,517817,3478.0,1905.0,0.0,4961,3396,3.0,R,DK,F,M,15,9,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,13 hendry st,283500
205,13,HEREFORD,ST,2115,101,R1,N,762800,3089800,3852600,4037525,1350.0,1899.0,2007.0,4903,4325,4.0,R,RE,F,B,18,6,3,2,L,M,M,2,L,M,,F,C,1,G,E,E,E,A,13 hereford st,4300000
206,13,MONTVALE,ST,2131,104,R2,Y,142700,291200,433900,454728,3538.0,1965.0,0.0,2712,1776,2.0,R,TF,G,M,8,4,2,0,S,S,,2,S,S,,W,N,2,A,A,A,N,F,13 montvale st,485000
207,13,MORRIS,ST,2128,105,R3,N,145000,291400,436400,457347,1625.0,1900.0,0.0,3619,2709,3.0,R,DK,F,P,14,8,3,0,S,S,M,3,S,S,S,S,N,0,A,A,A,N,A,13 morris st,650000
208,13,PARK,ST,2129,105,R3,N,376800,816800,1193600,1250893,913.0,1900.0,2015.0,2943,2218,3.5,C,RE,G,B,14,5,4,0,S,S,S,4,M,M,M,W,N,0,A,A,G,N,A,13 park st,1400000
209,13,PRINCETON,ST,2128,101,R1,N,129900,231700,361600,378957,2500.0,1880.0,2016.0,2680,1696,2.0,R,SD,G,M,8,3,1,0,N,,,1,S,,,F,N,2,A,A,G,N,A,13 princeton st,390000
210,13,SPALDING,ST,2130,105,R3,Y,221200,761200,982400,1029556,3156.0,1905.0,0.0,6195,4218,3.0,R,DK,H,A,18,9,3,0,S,S,S,3,S,S,S,W,N,0,F,A,A,N,A,13 spalding st,1360000
211,13,WELLINGTON,ST,2118,101,R1,Y,786200,1780000,2566200,2689378,1980.0,1870.0,2013.0,3248,2711,3.0,R,RM,F,B,7,2,3,0,M,S,S,2,L,S,,W,D,0,G,G,G,N,A,13 wellington st,2670000
212,13,WRENTHAM,ST,2124,101,R1,N,114900,271800,386700,405262,3037.0,1897.0,2016.0,3471,2031,2.0,R,CL,G,M,9,4,2,0,S,M,,1,S,,,F,N,0,A,A,G,N,A,13 wrentham st,449999
213,1305,CENTRE,ST,2132,101,R1,Y,169200,375100,544300,570427,7610.0,1938.0,0.0,3386,1847,2.0,R,CL,G,W,7,3,1,1,M,M,,1,M,,,W,N,1,A,A,A,N,A,1305 centre st,638500
214,131,CENTRE,ST,2124,101,R1,N,139090,68530,207620,217586,3304.0,1900.0,0.0,2652,1256,1.0,R,CP,G,A,6,4,1,0,N,,,1,N,,,W,N,0,F,F,F,N,A,131 centre st,443000
215,131,DUNSTER,RD,2130,101,R1,Y,325900,762300,1088200,1140434,6841.0,1910.0,1970.0,4092,2280,2.0,R,CL,H,F,14,4,2,1,S,S,S,1,S,,,W,C,2,A,G,G,N,A,131 dunster rd,1930000
216,131,HAROLD,ST,2121,105,R3,N,95800,415000,510800,535318,2662.0,1905.0,2004.0,5964,3969,3.0,R,DK,F,M,15,6,3,0,M,M,M,3,M,M,M,F,N,0,G,G,G,N,A,131 harold st,389500
217,131,KING,ST,2122,105,R3,N,164700,536800,701500,735172,3942.0,1925.0,2015.0,5388,3519,3.0,R,DK,F,A,18,8,3,0,M,M,M,3,M,M,M,W,N,0,A,A,G,N,A,131 king st,635000
218,131,SARATOGA,ST,2128,101,R1,N,111000,342100,453100,474849,1675.0,1880.0,2006.0,2420,1825,3.0,R,RM,M,B,7,3,2,1,M,M,M,1,M,,,W,C,1,A,A,A,N,A,131 saratoga st,820000
219,131,TEMPLE,ST,2132,101,R1,Y,229500,479200,708700,742718,11834.0,1906.0,,4392,2806,2.5,,VT,G,M,11,5,2,0,S,S,,1,S,,,F,N,1,A,A,A,N,A,131 temple st,1000000
220,132,BREMEN,ST,2128,105,R3,N,149000,305900,454900,476735,2000.0,1900.0,2002.0,3928,2870,3.0,R,DK,F,P,14,6,3,0,N,N,S,3,M,M,M,S,N,0,A,A,A,N,A,132 bremen st,750000
221,132,SUMMIT,ST,2136,104,R2,Y,163100,292800,455900,477784,7653.0,1905.0,0.0,4374,2380,2.0,R,CV,G,M,9,4,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,132 summit st,458000
222,133,EUTAW,ST,2128,105,R3,N,129500,361000,490500,514044,2000.0,1900.0,0.0,4256,2620,3.0,R,RM,F,M,10,4,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,133 eutaw st,720000
223,133,HAVRE,ST,2128,105,R3,Y,119800,347600,467400,489836,1140.0,1910.0,2010.0,2836,1998,3.0,R,RM,F,M,12,6,4,0,S,S,S,4,S,S,S,E,N,0,A,A,A,N,F,133 havre st,727000
224,133,OLNEY,ST,2121,101,R1,Y,134000,194000,328000,343744,4740.0,1900.0,0.0,2922,1627,2.0,R,CL,G,F,8,4,2,0,S,M,,1,M,,,W,N,0,A,A,A,N,A,133 olney st,28800000
225,133,WESTMOOR,RD,2132,101,R1,Y,137500,639100,776600,813877,6000.0,2015.0,,3144,2168,2.0,,CL,G,C,9,4,2,1,M,M,M,1,M,,,F,C,2,G,G,E,N,A,133 westmoor rd,773000
226,135,HAVRE,ST,2128,105,R3,N,117200,366200,483400,506603,1083.0,1910.0,0.0,3040,2000,3.0,R,RM,F,M,14,3,3,0,M,M,M,3,M,M,M,W,N,0,A,A,A,N,F,135 havre st,660000
227,135,WINDHAM,RD,2136,101,R1,Y,129500,242700,372200,390066,5004.0,1959.0,2016.0,2283,1275,1.5,R,CP,G,M,7,3,2,0,M,S,,1,M,,,W,N,0,A,A,A,N,A,135 windham rd,327500
228,136,WALWORTH,ST,2131,101,R1,N,105600,260500,366100,383673,2888.0,1955.0,2015.0,2317,1042,1.0,R,CP,G,M,6,3,1,0,M,,,1,M,,,F,C,0,A,A,G,N,A,136 walworth st,491000
229,137,CHELSEA,ST,2128,105,R3,N,135800,356600,492400,516035,1400.0,1900.0,1992.0,3260,2192,3.0,R,RE,S,M,13,6,3,0,S,S,S,3,S,S,S,W,N,0,A,A,G,N,A,137 chelsea st,632500
230,137,EUTAW,ST,2128,105,R3,Y,128600,436300,564900,592016,2000.0,1900.0,0.0,3584,3255,3.0,R,RE,F,F,12,6,4,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,137 eutaw st,690000
231,137,FALCON,ST,2128,105,R3,Y,121000,337200,458200,480194,2187.0,1902.0,,3186,1932,2.0,R,CV,G,W,11,4,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,137 falcon st,540000
232,137,WASHINGTON,ST,2136,101,R1,Y,141200,179100,320300,335675,9035.0,1950.0,0.0,2488,1324,1.0,R,RN,G,W,5,3,1,0,S,,,1,S,,,W,N,0,A,A,A,N,A,137 washington st,350376
